x,y,z,qx,qy,qz,qw
6.007137903888284,1.6782118734750944,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.694212287074421,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.710199731746818,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.7262360006147146,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.74255310396649,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.7582109853192656,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.774226465760172,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.79020303942029,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.8064579682106088,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.822222175692256,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.838203708059729,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.854197160396807,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.8702244654475613,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.886206188534548,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.902191153853268,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.91819080457454,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.9341916949726503,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.9501994512732532,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.9661922360920328,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.982220876179383,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,1.9982012642297744,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.014182224438706,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.030182065879492,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.046194971606964,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.062215506114983,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.0781772036530346,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.094192779453698,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.110163059369865,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.126185119633993,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.1422059402212823,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.1581816556435887,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.174181211005104,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.1906605213032555,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.2061862340330585,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.222181498205516,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.238174283024296,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.254182420763926,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.2701841693998484,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.2861657017673216,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.007137903888284,2.3021633499337,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
