x,y,z,qx,qy,qz,qw
6.074128369843118,1.6782118734750944,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.073925346358063,1.694212287074421,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.07372248743105,1.710199731746818,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.073519008991407,1.7262360006147146,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.07331196714415,1.7425531039664899,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.073113289927397,1.7582109853192656,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.072910075264615,1.774226465760172,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.072707354275962,1.7902030394202901,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.072501101339321,1.8064579682106092,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.072301074988615,1.8222221756922559,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.07209829108071,1.8382037080597293,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.071895355924604,1.854197160396807,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.071691991223608,1.8702244654475613,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.071489204895732,1.8862061885345482,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.071286377428345,1.9021911538532676,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.071083363623176,1.9181908045745397,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.0708803340881925,1.9341916949726505,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.070677217434246,1.9501994512732534,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.070474290748039,1.9661922360920332,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.070270909107244,1.982220876179383,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.070068139719167,1.9982012642297744,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.069865363071176,2.0141822244387066,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.069662346846035,2.030182065879492,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.069459164852865,2.046194971606964,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.069255886060846,2.062215506114983,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.069053353829948,2.0781772036530346,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.068850137957181,2.094192779453698,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.068647496827578,2.110163059369865,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.06844419867579,2.126185119633993,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.068240916253815,2.1422059402212823,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.068038206155032,2.1581816556435887,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.067835193559848,2.174181211005104,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.067626093527072,2.1906605213032555,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.067429093350371,2.2061862340330585,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.067226135204538,2.222181498205516,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.067023208518331,2.238174283024296,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.066820087024443,2.254182420763926,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.066617046599589,2.2701841693998484,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.066414262691684,2.2861657017673216,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.0662112742962115,2.3021633499337,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.066008341560077,2.318156611551264,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.065805361634504,2.3341535921993444,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.065602113092125,2.3501717427134423,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.065395779086449,2.366433060607469,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.065196106051541,2.38216942304012,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.064993168475464,2.3981630660967115,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.064790440226897,2.4141402119153703,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.064587336882791,2.430146919258648,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.064384041150975,2.4461687888032624,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.064181166494149,2.4621574731524984,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.06397814663905,2.4781576006725543,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.06377516308352,2.494154867399905,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.063572079099185,2.510160048987074,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.063368830556806,2.526178199501172,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.06316631163575,2.542138848081898,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.062962854975848,2.5581734004741716,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.062759849640577,2.574172383677146,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.062557082672471,2.5901525810080237,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.062354231005371,2.60613945352188,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.062150774345469,2.6221740059141534,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.061947958977938,2.6381580176353046,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.0617452367792986,2.6541346866551794,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.061541970087136,2.67015426756563,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.061338965961851,2.686153155408847,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.061135422182985,2.7021945737036126,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.060933312237063,2.7181229906865285,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.06073035167126,2.7341184455784995,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.060527066829313,2.7501394568853024,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.060324181282617,2.76612899947235,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
6.060120848041246,2.7821538251694267,0.0,0.0,0.0,0.7115783929030352,0.702606711292693
